canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,CHEMBL5483011,IC50,nM,150.0,IC50,uM,0.15
CN(C)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,CHEMBL87792,IC50,nM,30000.0,IC50,uM,30.0
CC(C)(c1ncc(-c2cnccc2Cl)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,CHEMBL3706622,IC50,nM,40.0,IC50,uM,0.04
COc1cncc(-c2cnc(C(C)(C)N3CCN(C[C@@H](O)C[C@@H](Cc4ccccc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)o2)c1,CHEMBL3706615,IC50,nM,40.0,IC50,uM,0.04
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,CHEMBL5483011,IC50,nM,150.0,IC50,uM,0.15
CC(C)(c1ncc(-c2ccccn2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,CHEMBL3706621,IC50,nM,5000.0,IC50,uM,5.0
CC(C)(c1ncc(-c2cccnc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,CHEMBL3706613,IC50,nM,110.0,IC50,uM,0.11
CCCCc1ccc(C)c(N/C=N/O)c1,CHEMBL319862,IC50,nM,94000.0,IC50,uM,94.0
Cc1cc(C)nc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(C)c3ccccc32)n1,CHEMBL330425,IC50,nM,50000.0,IC50,uM,50.0
CC(C)c1ccc(N/C=N/O)cc1,CHEMBL101180,IC50,nM,100000.0,IC50,uM,100.0
Cc1ccccc1/N=C/NO,CHEMBL103651,IC50,nM,100000.0,IC50,uM,100.0
Cc1cc(C)cc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,CHEMBL96347,IC50,nM,14000.0,IC50,uM,14.0
CCCCCCc1ccc(N/C=N/O)cc1,CHEMBL321051,IC50,nM,50000.0,IC50,uM,50.0
Cc1ccc(N/C=N/O)cc1,CHEMBL103320,IC50,nM,100000.0,IC50,uM,100.0
Nn1nnc2ccccc21,CHEMBL101168,IC50,nM,450.0,IC50,uM,0.45
CCCCc1cccc([C@]2([C@H](Oc3nc(C)cc(C)n3)C(=O)O)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,CHEMBL330354,IC50,nM,5000.0,IC50,uM,5.0
CCC(C)c1ccc(N/C=N/O)cc1,CHEMBL100899,IC50,nM,100000.0,IC50,uM,100.0
CC(C)(C)c1ccc(N/C=N/O)cc1,CHEMBL103163,IC50,nM,100000.0,IC50,uM,100.0
CCc1ccc(N/C=N/O)cc1,CHEMBL101296,IC50,nM,100000.0,IC50,uM,100.0
CCCCc1ccc(N/C=N/O)cc1,CHEMBL103313,IC50,nM,65000.0,IC50,uM,65.0
ON/C=N/c1ccc(Cc2ccccc2)cc1,CHEMBL445120,IC50,nM,100000.0,IC50,uM,100.0
CCCCc1ccc(/N=C/NO)c(C)c1,CHEMBL267865,IC50,nM,71000.0,IC50,uM,71.0
CCCCc1ccccc1/N=C/NO,CHEMBL100917,IC50,nM,51000.0,IC50,uM,51.0
Cc1cc(C)nc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1,CHEMBL329477,IC50,nM,41000.0,IC50,uM,41.0
CCCOc1ccc(N/C=N/O)cc1,CHEMBL317798,IC50,nM,100000.0,IC50,uM,100.0
Cc1cc(C)nc(O[C@H](C(=O)O)[C@@]2(c3cccc(-c4ccccc4)c3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1,CHEMBL319754,IC50,nM,7000.0,IC50,uM,7.0
c1cncc(CCCOc2ccc(-n3ccnc3)cc2)c1,CHEMBL262968,IC50,nM,417.0,IC50,nM,417.0
CCOC(=O)N1CCN(CCOc2ccc(-n3ccnc3)cc2)CC1,CHEMBL114555,IC50,nM,100000.0,IC50,nM,100000.0
c1cn(-c2ccc(OCCN3CCOCC3)cc2)cn1,CHEMBL113018,IC50,nM,5670.0,IC50,nM,5670.0
CN(C)CCOc1ccc(-n2ccnc2)cc1,CHEMBL325429,IC50,nM,100000.0,IC50,nM,100000.0
c1cc(CCCOc2ccc(-n3ccnc3)cc2)ccn1,CHEMBL113227,IC50,nM,344.0,IC50,nM,344.0
CN(C)CCCOc1ccc(-n2ccnc2)cc1,CHEMBL114297,IC50,nM,39000.0,IC50,nM,39000.0
c1ccc(CCCOc2ccc(-n3ccnc3)cc2)nc1,CHEMBL115876,IC50,nM,252.0,IC50,nM,252.0
CCCCOc1ccc(-n2ccnc2)cc1,CHEMBL112532,IC50,nM,348.0,IC50,nM,348.0
CN(C)CCCCCCOc1ccc(-n2ccnc2)cc1,CHEMBL113275,IC50,nM,4460.0,IC50,nM,4460.0
c1ccc(COc2ccc(-n3ccnc3)cc2)nc1,CHEMBL112592,IC50,nM,630.0,IC50,nM,630.0
CCCCCCOc1ccc(-n2ccnc2)cn1,CHEMBL320105,IC50,nM,76900.0,IC50,nM,76900.0
CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,CHEMBL276140,IC50,nM,100000.0,IC50,uM,100.0
Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,CHEMBL14563,IC50,nM,100000.0,IC50,uM,100.0
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,CHEMBL14460,IC50,nM,100000.0,IC50,uM,100.0
COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)cc(-c3cccnc3)c1)CC2,CHEMBL14276,IC50,nM,9000.0,IC50,uM,9.0
COCCN(C)c1nc(N)c(CN)c(-c2ccc(Cl)cc2Cl)n1,CHEMBL324777,IC50,nM,30000.0,IC50,uM,30.0
NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1Cl,CHEMBL36020,IC50,nM,10000.0,IC50,uM,10.0
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccc3)o2)C[C@H]1C(=O)NCC(F)(F)F,CHEMBL444533,IC50,nM,430.0,IC50,uM,0.43
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccncc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccc3)o2)C[C@H]1C(=O)NCC(F)(F)F,CHEMBL326796,IC50,nM,1500.0,IC50,uM,1.5
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccncc3)o2)C[C@H]1C(=O)NCC(F)(F)F,CHEMBL114756,IC50,nM,320.0,IC50,uM,0.32
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccncc1)C[C@H](O)CN1CCN(CC2=CC3C=CSC3S2)C[C@H]1C(=O)NCC(F)(F)F,CHEMBL326849,IC50,nM,470.0,IC50,uM,0.47
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccncc1)C[C@H](O)CN1CCN(Cc2cc3ccccc3o2)C[C@H]1C(=O)NCC(F)(F)F,CHEMBL325829,IC50,nM,2200.0,IC50,uM,2.2
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(CC2=CC3C=CSC3S2)C[C@H]1C(=O)NCC(F)(F)F,CHEMBL419396,IC50,nM,310.0,IC50,uM,0.31
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2cc3ccccc3o2)C[C@H]1C(=O)NCC(F)(F)F,CHEMBL324461,IC50,nM,480.0,IC50,uM,0.48
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2cc3cccc(Cl)c3o2)C[C@H]1C(=O)NCC(F)(F)F,CHEMBL321814,IC50,nM,500.0,IC50,uM,0.5
N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(Cc3cccc(Cl)c3)C2=O)cc1,CHEMBL312137,IC50,nM,1000.0,IC50,uM,1.0
N#Cc1ccc2cc1Oc1cccc(c1)CN1CC[C@@H](NCc3cncn3C2)C1=O,CHEMBL502560,IC50,nM,8900.0,IC50,uM,8.9
CN1Cc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3cccc(c3c2)N2CCC1C2=O,CHEMBL312121,IC50,nM,5000.0,IC50,uM,5.0
N#Cc1ccc2cc1Oc1ccc3c(c1)[C@@H](CC3)N1CC[C@@H](NCc3cncn3C2)C1=O,CHEMBL526466,IC50,nM,6600.0,IC50,uM,6.6
N#Cc1ccc2cc1Oc1ccc3c(c1)[C@@H](CC3)N1CC[C@@H](NCc3cncn3C2)C1=O,CHEMBL526466,IC50,nM,10400.0,IC50,uM,10.4
N#Cc1ccc2cc1Oc1ccc3c(c1)[C@H](CC3)N1CC[C@@H](NCc3cncn3C2)C1=O,CHEMBL526656,IC50,nM,2800.0,IC50,uM,2.8
N#Cc1ccc2cc1Oc1ccc3c(c1)[C@H](CC3)N1CC[C@@H](NCc3cncn3C2)C1=O,CHEMBL526656,IC50,nM,14800.0,IC50,uM,14.8
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,CHEMBL355905,IC50,nM,40000.0,IC50,uM,40.0
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,CHEMBL355905,IC50,nM,40000.0,IC50,uM,40.0
N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CCC(NCCc3cncn3C2)C1=O,CHEMBL80702,IC50,nM,6000.0,IC50,uM,6.0
N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CCC(NCCc3cncn3C2)C1=O,CHEMBL80702,IC50,nM,600.0,IC50,uM,0.6
N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CC[C@H](NCc3cncn3C2)C1=O,CHEMBL53821,IC50,nM,8000.0,IC50,uM,8.0
N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CC[C@H](NCc3cncn3C2)C1=O,CHEMBL53821,IC50,nM,5000.0,IC50,uM,5.0
CC1c2ccc(C#N)c(c2)Oc2cccc(c2)CN2CCC(NCc3cncn31)C2=O,CHEMBL78742,IC50,nM,6100.0,IC50,uM,6.1
N#Cc1ccc2cc1Oc1ccc(Br)c(c1)CN1CCC(NCc3cncn3C2)C1=O,CHEMBL311561,IC50,nM,6100.0,IC50,uM,6.1
N#Cc1ccc2cc1Oc1cccc(c1)-c1ccccc1N1CCC(NCc3cncn3C2)C1=O,CHEMBL310586,IC50,nM,50.0,IC50,uM,0.05
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)ccnc21,CHEMBL421841,IC50,nM,1600.0,IC50,uM,1.6
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)ccnc21,CHEMBL421841,IC50,nM,10000.0,IC50,uM,10.0
O=C(NCc1ccccn1)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2,CHEMBL26485,IC50,nM,30150.0,IC50,uM,30.15
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(Cl)nc21,CHEMBL164261,IC50,nM,2300.0,IC50,uM,2.3
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(Cl)nc21,CHEMBL164261,IC50,nM,8100.0,IC50,uM,8.1
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(F)nc21,CHEMBL162383,IC50,nM,2500.0,IC50,uM,2.5
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(F)nc21,CHEMBL162383,IC50,nM,10000.0,IC50,uM,10.0
COc1cccc(CNC(=O)c2c3n(c4c(N5CCN(CCc6ccc(F)c(F)c6)CC5)ncnc24)CCCC3)c1OC,CHEMBL27102,IC50,nM,2440.0,IC50,uM,2.44
NC(=O)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2,CHEMBL26599,IC50,nM,45800.0,IC50,uM,45.8
O=C(Nc1cccnc1)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2,CHEMBL280981,IC50,nM,9730.0,IC50,uM,9.73
CCNC(=O)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2,CHEMBL286272,IC50,nM,100000.0,IC50,uM,100.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,CHEMBL296419,IC50,nM,3300.0,IC50,uM,3.3
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,CHEMBL107,IC50,nM,50000.0,IC50,uM,50.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,IC50,nM,50.0,IC50,uM,0.05
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CHEMBL44657,IC50,nM,50000.0,IC50,uM,50.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,IC50,nM,16.0,IC50,uM,0.016
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,IC50,nM,13.0,IC50,uM,0.013
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,IC50,nM,17.0,IC50,uM,0.017
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,IC50,nM,22.0,IC50,uM,0.022
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CHEMBL6966,IC50,nM,4700.0,IC50,uM,4.7
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CHEMBL1484,IC50,nM,420.0,IC50,uM,0.42
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,CHEMBL317935,IC50,nM,27000.0,IC50,uM,27.0
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,CHEMBL317935,IC50,nM,76000.0,IC50,uM,76.0
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,CHEMBL317935,IC50,nM,96000.0,IC50,uM,96.0
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,CHEMBL317935,IC50,nM,62000.0,IC50,uM,62.0
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,CHEMBL317935,IC50,nM,33000.0,IC50,uM,33.0
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,CHEMBL317935,IC50,nM,22000.0,IC50,uM,22.0
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,CHEMBL294616,IC50,nM,50000.0,IC50,uM,50.0
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,CHEMBL584,IC50,nM,550.0,IC50,uM,0.55
CN/C(=N\CCSCc1nc[nH]c1C)NC#N,CHEMBL30,IC50,nM,15000.0,IC50,uM,15.0
C[C@H](NC(=O)/C=C/c1ccc(F)cc1)c1ccc(F)c(N2CCOCC2)c1,CHEMBL100379,IC50,nM,18000.0,IC50,uM,18.0
C[C@H](NC(=O)/C=C/c1ccc(F)cc1)c1ccc(F)c(N2CCOCC2)c1,CHEMBL100379,IC50,nM,21000.0,IC50,uM,21.0
C[C@H](NC(=O)/C=C/c1ccc(F)cc1)c1ccc(F)c(N2CCOCC2)c1,CHEMBL100379,IC50,nM,19000.0,IC50,uM,19.0
C[C@H](NC(=O)/C=C/c1ccc(F)cc1)c1ccc(F)c(N2CCOCC2)c1,CHEMBL100379,IC50,nM,19000.0,IC50,uM,19.0
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,CHEMBL389621,IC50,nM,50000.0,IC50,uM,50.0
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CHEMBL564085,IC50,nM,61000.0,IC50,uM,61.0
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CHEMBL564085,IC50,nM,33000.0,IC50,uM,33.0
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CHEMBL564085,IC50,nM,20000.0,IC50,uM,20.0
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CHEMBL564085,IC50,nM,16000.0,IC50,uM,16.0
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,CHEMBL45816,IC50,nM,130.0,IC50,uM,0.13
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,CHEMBL655,IC50,nM,8100.0,IC50,uM,8.1
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL17157,IC50,nM,320.0,IC50,uM,0.32
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,CHEMBL70,IC50,nM,50000.0,IC50,uM,50.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,CHEMBL1751,IC50,nM,50000.0,IC50,uM,50.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,CHEMBL114,IC50,nM,1500.0,IC50,uM,1.5
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CHEMBL104,IC50,nM,20.0,IC50,uM,0.02
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CHEMBL163,IC50,nM,30.0,IC50,uM,0.03
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,CHEMBL64391,IC50,nM,700.0,IC50,uM,0.7
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,CHEMBL1200633,IC50,nM,50000.0,IC50,uM,50.0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CHEMBL1423,IC50,nM,9700.0,IC50,uM,9.7
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CHEMBL384467,IC50,nM,50000.0,IC50,uM,50.0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,CHEMBL1294,IC50,nM,50000.0,IC50,uM,50.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CHEMBL91,IC50,nM,180.0,IC50,uM,0.18
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CHEMBL1790041,IC50,nM,50000.0,IC50,uM,50.0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL160,IC50,nM,6500.0,IC50,uM,6.5
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL532,IC50,nM,33000.0,IC50,uM,33.0
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL159,IC50,nM,26000.0,IC50,uM,26.0
C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1,CHEMBL2111784,IC50,nM,2000.0,IC50,uM,2.0
COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,CHEMBL419409,IC50,nM,2000.0,IC50,uM,2.0
CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,CHEMBL120185,IC50,nM,2000.0,IC50,uM,2.0
OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,CHEMBL121405,IC50,nM,2000.0,IC50,uM,2.0
COc1cc2[nH]c(C)nc2cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,CHEMBL120067,IC50,nM,2000.0,IC50,uM,2.0
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,CHEMBL416146,IC50,nM,50000.0,IC50,uM,50.0
CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1,CHEMBL118258,IC50,nM,2000.0,IC50,uM,2.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,IC50,nM,786.0,IC50,uM,0.786
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL328863,IC50,nM,897.0,IC50,uM,0.897
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL319160,IC50,nM,570.0,IC50,uM,0.57
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,IC50,nM,1260.0,IC50,uM,1.26
CNc1ccc(-c2cccnc2)s1,CHEMBL179529,IC50,nM,6300.0,IC50,uM,6.3
Cn1cnc(-c2cccnc2)c1,CHEMBL360999,IC50,nM,262000.0,IC50,uM,262.0
CCn1cnc(-c2cccnc2)c1,CHEMBL361364,IC50,nM,79200.0,IC50,uM,79.2
c1ccc(Cn2cnc(-c3cccnc3)c2)cc1,CHEMBL178780,IC50,nM,75100.0,IC50,uM,75.1
Cc1cn(-c2cccnc2)cn1,CHEMBL178781,IC50,nM,109000.0,IC50,uM,109.0
c1cncc(-c2cccs2)c1,CHEMBL179618,IC50,nM,57000.0,IC50,uM,57.0
Cc1ccsc1-c1cccnc1,CHEMBL179669,IC50,nM,6000.0,IC50,uM,6.0
O=Cc1ccc(-c2cccnc2)s1,CHEMBL179398,IC50,nM,23900.0,IC50,uM,23.9
CC(=O)c1ccc(-c2cccnc2)s1,CHEMBL362702,IC50,nM,27000.0,IC50,uM,27.0
c1cncc(-c2ccsc2)c1,CHEMBL361153,IC50,nM,56900.0,IC50,uM,56.9
Fc1ccc(-c2ccsc2)cn1,CHEMBL179005,IC50,nM,114000.0,IC50,uM,114.0
Cc1cscc1-c1cccnc1,CHEMBL179704,IC50,nM,80900.0,IC50,uM,80.9
Cc1cscc1-c1ccc(F)nc1,CHEMBL425519,IC50,nM,39100.0,IC50,uM,39.1
